GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
onos-app-yms,org.onosproject.yang.gen.v1.ydt.purchasing.supervisor.rev20160524.purchasingsupervisor,DefaultSupervisor.SupervisorBuilder,24,61,0,0,7,18,4,10,4,10
onos-app-yms,org.onosproject.yang.gen.v1.ydt.purchasing.supervisor.rev20160524.purchasingsupervisor,Supervisor.LeafIdentifier,9,37,0,0,0,7,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.ydt.yangautoprefixboolean.rev20160524,BoolOpParam.OnosYangNodeOperationType,0,78,0,0,0,7,0,4,0,4
onos-app-yms,org.onosproject.yang.gen.v1.ydt.yangautoprefixboolean.rev20160524,BoolOpParam.BoolBuilder,10,26,0,0,4,8,2,5,2,5
onos-app-yms,org.onosproject.yang.gen.v1.ydt.yangautoprefixboolean.rev20160524,BoolOpParam,181,16,34,0,43,5,26,1,9,1
onos-app-yms,org.onosproject.yang.gen.v1.ydt.bit.rev20160524,BitOpParam.BitBuilder,36,0,0,0,12,0,7,0,7,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.bit.rev20160524,BitOpParam.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.bit.rev20160524,BitOpParam,197,0,34,0,48,0,27,0,10,0
onos-app-yms,org.onosproject.yms.app.yob,YobHandlerFactory,8,26,1,4,4,6,2,5,1,2
onos-app-yms,org.onosproject.yms.app.yob,YobHandler.new Object() {...},18,113,0,0,0,1,0,1,0,1
onos-app-yms,org.onosproject.yms.app.yob,YobSingleInstanceLeafHandler,11,69,0,0,2,28,0,5,0,5
onos-app-yms,org.onosproject.yms.app.yob,YobBuilderContainer,119,113,8,4,41,38,7,10,2,9
onos-app-yms,org.onosproject.yms.app.yob,YobBuilderOrBuiltObject,75,80,8,8,14,30,8,10,0,10
onos-app-yms,org.onosproject.yms.app.yob,YobHandlerFactory.new Object() {...},4,29,0,0,0,1,0,1,0,1
onos-app-yms,org.onosproject.yms.app.yob,YobListener,15,55,2,4,5,25,4,8,2,7
onos-app-yms,org.onosproject.yms.app.yob,YobMultiInstanceHandler,0,3,0,0,0,1,0,1,0,1
onos-app-yms,org.onosproject.yms.app.yob,DefaultYobBuilder,2,28,1,1,1,10,1,2,0,2
onos-app-yms,org.onosproject.yms.app.yob,YobNodeContextInfo,10,0,0,0,4,0,3,0,3,0
onos-app-yms,org.onosproject.yms.app.yob,YobSingleInstanceHandler,0,3,0,0,0,1,0,1,0,1
onos-app-yms,org.onosproject.yms.app.yob,YobMultiInstanceLeafHandler,12,99,0,2,3,36,0,6,0,5
onos-app-yms,org.onosproject.yms.app.yob,YobHandler,82,517,14,33,20,157,14,24,0,8
onos-app-yms,org.onosproject.yms.app.yob,YobConstants,3,0,0,0,2,0,1,0,1,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.integer64.rev20160524.integer64,DefaultMultiRangeValidation,380,50,54,0,79,13,45,1,18,1
onos-app-yms,org.onosproject.yang.gen.v1.ydt.integer64.rev20160524.integer64,MultiRangeValidation.LeafIdentifier,9,59,0,0,0,9,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.ydt.integer64.rev20160524.integer64,DefaultMultiRangeValidation.MultiRangeValidationBuilder,24,87,0,0,7,26,4,14,4,14
onos-app-yms,org.onosproject.yang.gen.v1.ydt.integer64.rev20160524.integer64,DefaultMultiRangeValidation.OnosYangNodeOperationType,0,78,0,0,0,7,0,4,0,4
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.module.with.container.rev20160826,YtbModuleWithContainerOpParam.YtbModuleWithContainerBuilder,0,24,0,0,0,9,0,6,0,6
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.module.with.container.rev20160826,YtbModuleWithContainerOpParam,97,17,16,0,28,6,15,3,7,3
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.module.with.container.rev20160826,YtbModuleWithContainerOpParam.OnosYangNodeOperationType,9,69,0,0,0,7,2,2,2,2
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.bgpparameters,DefaultOptionalCapabilities,162,26,20,0,42,8,19,3,9,3
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.bgpparameters,DefaultOptionalCapabilities.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.bgpparameters,DefaultOptionalCapabilities.OptionalCapabilitiesBuilder,17,27,0,0,5,9,3,6,3,6
onos-app-yms,org.onosproject.yms.app.ymsm,YmsManager,130,74,10,0,28,17,21,4,15,4
onos-app-yms,org.onosproject.yms.app.ymsm,YmsManager.new Object() {...},33,0,0,0,1,0,1,0,1,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20161208.ietfnetwork4.networkup,DefaultNetworks.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20161208.ietfnetwork4.networkup,Networks.LeafIdentifier,35,0,0,0,6,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20161208.ietfnetwork4.networkup,DefaultNetworks.NetworksBuilder,80,0,0,0,24,0,14,0,14,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20161208.ietfnetwork4.networkup,DefaultNetworks,309,0,34,0,72,0,35,0,18,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.decimal64.rev20160524.decimal64,DefaultMultiRangeValidation,266,42,34,0,59,11,33,1,16,1
onos-app-yms,org.onosproject.yang.gen.v1.ydt.decimal64.rev20160524.decimal64,DefaultMultiRangeValidation.MultiRangeValidationBuilder,24,61,0,0,7,18,4,10,4,10
onos-app-yms,org.onosproject.yang.gen.v1.ydt.decimal64.rev20160524.decimal64,MultiRangeValidation.LeafIdentifier,9,37,0,0,0,7,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.ydt.decimal64.rev20160524.decimal64,DefaultMultiRangeValidation.OnosYangNodeOperationType,0,78,0,0,0,7,0,4,0,4
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.aigp,AigpTlv.LeafIdentifier,9,26,0,0,0,6,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.aigp,DefaultAigpTlv,207,44,24,0,47,12,25,3,13,3
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.aigp,DefaultAigpTlv.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.aigp,DefaultAigpTlv.AigpTlvBuilder,24,48,0,0,7,14,4,8,4,8
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4,IetfNetwork4OpParam.IetfNetwork4Builder,8,0,0,0,3,0,2,0,2,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4,IetfNetwork4OpParam,41,0,6,0,13,0,8,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20161208.ietfnetwork4.networkdown,DefaultNetworks.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20161208.ietfnetwork4.networkdown,Networks.LeafIdentifier,35,0,0,0,6,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20161208.ietfnetwork4.networkdown,DefaultNetworks,309,0,34,0,72,0,35,0,18,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20161208.ietfnetwork4.networkdown,DefaultNetworks.NetworksBuilder,80,0,0,0,24,0,14,0,14,0
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.bgpparameters.optionalcapabilities.cparameters,DefaultAs4BytesCapability,207,44,24,0,47,12,25,3,13,3
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.bgpparameters.optionalcapabilities.cparameters,DefaultAs4BytesCapability.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.bgpparameters.optionalcapabilities.cparameters,As4BytesCapability.LeafIdentifier,9,26,0,0,0,6,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.ych.combined.rev20160524.combined.attributes.bgpparameters.optionalcapabilities.cparameters,DefaultAs4BytesCapability.As4BytesCapabilityBuilder,24,48,0,0,7,14,4,8,4,8
onos-app-yms,org.onosproject.yang.gen.v1.ydt.test6.rev20160524,Test6OpParam,346,61,66,0,73,17,45,6,12,6
onos-app-yms,org.onosproject.yang.gen.v1.ydt.test6.rev20160524,Test6.LeafIdentifier,9,26,0,0,0,6,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.ydt.test6.rev20160524,Test6OpParam.Test6Builder,17,71,0,0,6,22,3,13,3,13
onos-app-yms,org.onosproject.yang.gen.v1.ydt.test6.rev20160524,Test6OpParam.OnosYangNodeOperationType,0,78,0,0,0,7,0,4,0,4
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.multi.module.a.rev20160826.ytbmultimodulea,DefaultYtbmultilist.YtbmultilistBuilder,31,48,0,0,9,14,5,8,5,8
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.multi.module.a.rev20160826.ytbmultimodulea,DefaultYtbmultilist,276,49,40,0,64,13,33,3,13,3
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.multi.module.a.rev20160826.ytbmultimodulea,Ytbmultilist.LeafIdentifier,35,0,0,0,6,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.multi.module.a.rev20160826.ytbmultimodulea,DefaultYtbmultilist.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.trading.supervisor.rev20160524,Tradingsupervisor.LeafIdentifier,9,26,0,0,0,6,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.ydt.trading.supervisor.rev20160524,TradingsupervisorOpParam.TradingsupervisorBuilder,12,40,0,0,4,12,2,7,2,7
onos-app-yms,org.onosproject.yang.gen.v1.ydt.trading.supervisor.rev20160524,TradingsupervisorOpParam.OnosYangNodeOperationType,0,78,0,0,0,7,0,4,0,4
onos-app-yms,org.onosproject.yang.gen.v1.ydt.trading.supervisor.rev20160524,TradingsupervisorOpParam,138,39,20,0,32,11,20,4,10,4
onos-app-yms,org.onosproject.yang.gen.v1.ydt.integer32.rev20160524,Integer32OpParam.OnosYangNodeOperationType,0,78,0,0,0,7,0,4,0,4
onos-app-yms,org.onosproject.yang.gen.v1.ydt.integer32.rev20160524,Integer32OpParam,789,74,138,0,159,19,93,1,24,1
onos-app-yms,org.onosproject.yang.gen.v1.ydt.integer32.rev20160524,Integer32.LeafIdentifier,9,125,0,0,0,15,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.ydt.integer32.rev20160524,Integer32OpParam.Integer32Builder,17,172,0,0,6,52,3,27,3,27
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20151208.ietfnetwork4.networkdown.networks,DefaultNetwork.NetworkBuilder,72,0,0,0,21,0,12,0,12,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20151208.ietfnetwork4.networkdown.networks,Network.LeafIdentifier,35,0,0,0,6,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20151208.ietfnetwork4.networkdown.networks,DefaultNetwork.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20151208.ietfnetwork4.networkdown.networks,DefaultNetwork,250,0,22,0,59,0,27,0,16,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.binarytest.rev20160524.binarytest,BinaryList.LeafIdentifier,57,0,0,0,8,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.binarytest.rev20160524.binarytest,DefaultBinaryList,377,0,50,0,84,0,43,0,18,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.binarytest.rev20160524.binarytest,DefaultBinaryList.BinaryListBuilder,98,0,0,0,29,0,16,0,16,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.binarytest.rev20160524.binarytest,DefaultBinaryList.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4.networkdown,DefaultNetworks.NetworksBuilder,80,0,0,0,24,0,14,0,14,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4.networkdown,Networks.LeafIdentifier,35,0,0,0,6,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4.networkdown,DefaultNetworks.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4.networkdown,DefaultNetworks,309,0,34,0,72,0,35,0,18,0
onos-app-yms,org.onosproject.yms.app.ych.codecutils,YchException,12,4,0,0,6,2,3,1,3,1
onos-app-yms,org.onosproject.yms.app.ych.codecutils,XmlCodecSingleInstanceLeafHandler,0,10,0,0,0,3,0,2,0,2
onos-app-yms,org.onosproject.yms.app.ych.codecutils,CodecHandlerFactory.new Object() {...},4,29,0,0,0,1,0,1,0,1
onos-app-yms,org.onosproject.yms.app.ych.codecutils,YchYangDataTreeCodec,19,260,10,32,7,76,11,24,1,11
onos-app-yms,org.onosproject.yms.app.ych.codecutils,XmlNodeType,9,29,0,0,0,3,2,2,2,2
onos-app-yms,org.onosproject.yms.app.ych.codecutils,XmlCodecSingleInstanceHandler,0,3,0,0,0,1,0,1,0,1
onos-app-yms,org.onosproject.yms.app.ych.codecutils,CodecHandlerFactory,8,46,5,8,4,14,6,5,1,2
onos-app-yms,org.onosproject.yms.app.ych.codecutils,CodecUtilConstants,3,0,0,0,2,0,1,0,1,0
onos-app-yms,org.onosproject.yms.app.ych.codecutils,XmlCodecListener,0,88,6,14,0,27,6,9,0,5
onos-app-yms,org.onosproject.yms.app.ych.codecutils,CodecYdtListener,7,63,2,6,5,21,5,10,3,8
onos-app-yms,org.onosproject.yms.app.ych.codecutils,XmlCodecHandler,14,62,5,7,3,19,4,6,0,4
onos-app-yms,org.onosproject.yms.app.ych.codecutils,XmlCodecMultiInstanceHandler,0,3,0,0,0,1,0,1,0,1
onos-app-yms,org.onosproject.yms.app.ych.codecutils,XmlCodecMultiInstanceLeafHandler,1,45,1,3,1,12,1,3,0,2
onos-app-yms,org.onosproject.yms.app.ych.codecutils,DefaultXmlCodecWalker,8,56,2,8,3,14,2,6,0,3
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network3.rev20151208.ietfnetwork3.networks,Network.LeafIdentifier,35,0,0,0,6,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network3.rev20151208.ietfnetwork3.networks,DefaultNetwork.NetworkBuilder,72,0,0,0,21,0,12,0,12,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network3.rev20151208.ietfnetwork3.networks,DefaultNetwork,250,0,22,0,59,0,27,0,16,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network3.rev20151208.ietfnetwork3.networks,DefaultNetwork.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.food.rev20160624.food,DefaultFood.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.food.rev20160624.food,DefaultFood.FoodBuilder,44,0,0,0,14,0,9,0,9,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.food.rev20160624.food,DefaultFood,188,0,20,0,50,0,22,0,12,0
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.multi.notification.with.container.rev20160826.ytbmultinotificationwithcontainer.fortesta,DefaultYtbnot.YtbnotBuilder,24,48,0,0,7,14,4,8,4,8
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.multi.notification.with.container.rev20160826.ytbmultinotificationwithcontainer.fortesta,DefaultYtbnot.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.multi.notification.with.container.rev20160826.ytbmultinotificationwithcontainer.fortesta,Ytbnot.LeafIdentifier,9,26,0,0,0,6,2,3,2,3
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.multi.notification.with.container.rev20160826.ytbmultinotificationwithcontainer.fortesta,DefaultYtbnot,207,44,24,0,47,12,25,3,13,3
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,DefaultNetworkUp.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,IetfNetwork4Event.Type,38,0,0,0,3,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,IetfNetwork4EventSubject,17,0,0,0,7,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,DefaultNetworkDown,188,0,20,0,50,0,22,0,12,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,DefaultNetworkDown.NetworkDownBuilder,44,0,0,0,14,0,9,0,9,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,DefaultNetworkDown.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,IetfNetwork4Event,11,0,0,0,4,0,2,0,2,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,DefaultNetworkUp,188,0,20,0,50,0,22,0,12,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network4.rev20141208.ietfnetwork4,DefaultNetworkUp.NetworkUpBuilder,44,0,0,0,14,0,9,0,9,0
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.module.with.leaflist.rev20160826,YtbModuleWithLeafListOpParam,211,40,36,0,50,11,29,3,11,3
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.module.with.leaflist.rev20160826,YtbModuleWithLeafListOpParam.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.module.with.leaflist.rev20160826,YtbModuleWithLeafListOpParam.YtbModuleWithLeafListBuilder,19,40,0,0,6,12,3,7,3,7
onos-app-yms,org.onosproject.yang.gen.v1.yms.test.ytb.module.with.leaflist.rev20160826,YtbModuleWithLeafList.LeafIdentifier,35,0,0,0,6,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.hello.onos.rev20160903.helloonos.helloworld,HelloWorldInput.LeafIdentifier,57,0,0,0,8,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.hello.onos.rev20160903.helloonos.helloworld,HelloWorldOutput.LeafIdentifier,35,0,0,0,6,0,5,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.hello.onos.rev20160903.helloonos.helloworld,DefaultHelloWorldInput.HelloWorldInputBuilder,118,0,0,0,35,0,19,0,19,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.hello.onos.rev20160903.helloonos.helloworld,DefaultHelloWorldInput,515,0,78,0,108,0,59,0,20,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.hello.onos.rev20160903.helloonos.helloworld,DefaultHelloWorldOutput.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.hello.onos.rev20160903.helloonos.helloworld,DefaultHelloWorldOutput.HelloWorldOutputBuilder,72,0,0,0,21,0,12,0,12,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.hello.onos.rev20160903.helloonos.helloworld,DefaultHelloWorldOutput,251,0,24,0,59,0,28,0,16,0
onos-app-yms,org.onosproject.yang.gen.v1.ydt.hello.onos.rev20160903.helloonos.helloworld,DefaultHelloWorldInput.OnosYangNodeOperationType,78,0,0,0,7,0,4,0,4,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network1.rev20151208,IetfNetwork1OpParam,41,0,6,0,13,0,8,0,5,0
onos-app-yms,org.onosproject.yang.gen.v1.urn.ietf.params.xml.ns.yang.ietf.network1.rev20151208,IetfNetwork1OpParam.IetfNetwork1Builder,8,0,0,0,3,0,2,0,2,0
onos-app-yms,org.onosproject.yms.app.yab,YangApplicationBroker,155,525,29,53,48,139,27,39,3,22
onos-app-yms,org.onosproject.yang.gen.v1.ydt.test6.rev20160524.test6,List2.LeafIdentifier,9,48,0,0,0,8,2,3,2,3
